entry_id,page,folio,length,wc-m,wordcount,% marginal,continued,categories,url,heading_tl
040v_3,80,40,146,173,30,0,0,metal process,https://edition640.makingandknowing.org/#/folios/40v/f/40v/tl,Metal
040v_4,80,40,656,703,121,0,0,corrosives,https://edition640.makingandknowing.org/#/folios/40v/f/40v/tl,Aquafortis
041r_1,81,41,813,838,151,0,0,casting,https://edition640.makingandknowing.org/#/folios/41r/f/41r/tl,"Earth for casting, for founders"
041r_2,81,41,147,149,28,0,0,cultivation,https://edition640.makingandknowing.org/#/folios/41r/f/41r/tl,Garden lily
041r_3,81,41,802,885,151,4.239401496,0,casting,https://edition640.makingandknowing.org/#/folios/41r/f/41r/tl,Sand
041r_4,81,41,286,317,48,0,0,animal husbandry,https://edition640.makingandknowing.org/#/folios/41r/f/41r/tl,Ducks
041v_1,82,41,292,323,52,0,0,painting,https://edition640.makingandknowing.org/#/folios/41v/f/41v/tl,Glassworkers’ black
041v_2,82,41,356,412,70,47.19101124,0,animal husbandry,https://edition640.makingandknowing.org/#/folios/41v/f/41v/tl,Sheared ewes
041v_3,82,41,1036,1136,195,0,0,painting,https://edition640.makingandknowing.org/#/folios/41v/f/41v/tl,Colors and gilding on glass
042r_1,83,42,231,242,41,0,0,casting,https://edition640.makingandknowing.org/#/folios/42r/f/42r/tl,Founder
042r_2,83,42,909,951,161,0,0,wax process,https://edition640.makingandknowing.org/#/folios/42r/f/42r/tl,Wax for seal and imprint
042r_3,83,42,498,524,94,0,0,casting,https://edition640.makingandknowing.org/#/folios/42r/f/42r/tl,For casting in plaster
042v_1,84,42,385,405,69,0,0,painting,https://edition640.makingandknowing.org/#/folios/42v/f/42v/tl,Pounced design for scratching satin
042v_2,84,42,189,198,36,0,0,painting,https://edition640.makingandknowing.org/#/folios/42v/f/42v/tl,Canvas for painting in oil without breaking
042v_3,84,42,130,149,23,0,0,painting,https://edition640.makingandknowing.org/#/folios/42v/f/42v/tl,Painting in oil on taffeta which
042v_4,84,42,127,135,23,0,0,casting,https://edition640.makingandknowing.org/#/folios/42v/f/42v/tl,Sand for casting
042v_5,84,42,111,123,19,0,0,painting,https://edition640.makingandknowing.org/#/folios/42v/f/42v/tl,For outlining a portrait
042v_6,84,42,347,375,63,0,0,varnish,https://edition640.makingandknowing.org/#/folios/42v/f/42v/tl,White varnish on plaster
043r_1,85,43,94,109,18,0,0,cultivation,https://edition640.makingandknowing.org/#/folios/43r/f/43r/tl,Mericotons and pavis
043r_2,85,43,475,507,80,0,0,painting,https://edition640.makingandknowing.org/#/folios/43r/f/43r/tl,White bronzing on plaster
043r_3,85,43,812,870,146,0,0,painting,https://edition640.makingandknowing.org/#/folios/43r/f/43r/tl,Purple
043r_4,85,43,214,235,37,0,0,painting,https://edition640.makingandknowing.org/#/folios/43r/f/43r/tl,White bronzing
043v_1,86,43,362,398,65,0,0,tricks and sleight of hand,https://edition640.makingandknowing.org/#/folios/43v/f/43v/tl,Varied and transmuted wine
043v_2,86,43,78,92,15,0,0,stones,https://edition640.makingandknowing.org/#/folios/43v/f/43v/tl,Pearls
043v_3,86,43,959,1001,174,0,0,arms and armor,https://edition640.makingandknowing.org/#/folios/43v/f/43v/tl,Arquebusier
043v_4,86,43,219,252,36,0,0,arms and armor,https://edition640.makingandknowing.org/#/folios/43v/f/43v/tl,Hail shot of the arquebus
044r_1,87,44,386,420,70,0,0,arms and armor,https://edition640.makingandknowing.org/#/folios/44r/f/44r/tl,The range of an arquebus
044r_2,87,44,390,427,70,8.974358974,0,casting,https://edition640.makingandknowing.org/#/folios/44r/f/44r/tl,Pewterer
044r_3,87,44,209,215,36,0,0,arms and armor,https://edition640.makingandknowing.org/#/folios/44r/f/44r/tl,Arquebus
044r_4,87,44,149,159,27,0,0,painting,https://edition640.makingandknowing.org/#/folios/44r/f/44r/tl,Lake
044r_5,87,44,578,606,108,0,0,dyeing,https://edition640.makingandknowing.org/#/folios/44r/f/44r/tl,Dyes from flowers
044v_1,88,44,843,893,156,0,0,tool,https://edition640.makingandknowing.org/#/folios/44v/f/44v/tl,Horsehair sieves
044v_2,88,44,467,480,81,0,0,medicine,https://edition640.makingandknowing.org/#/folios/44v/f/44v/tl,Excellent water against the plague of Monsieur de Montorsin
044v_3,88,44,302,329,56,0,0,medicine,https://edition640.makingandknowing.org/#/folios/44v/f/44v/tl,White soporific oil
044v_4,88,44,357,383,64,0,0,stones,https://edition640.makingandknowing.org/#/folios/44v/f/44v/tl,Stucco
045r_1,89,45,1932,2065,372,0.569358178,0,arms and armor,https://edition640.makingandknowing.org/#/folios/45r/f/45r/tl,Loading an arquebus with hail shot
045v_1,90,45,713,776,123,0,0,arms and armor,https://edition640.makingandknowing.org/#/folios/45v/f/45v/tl,Loading an arquebus
045v_2,90,45,488,496,93,0,0,arms and armor,https://edition640.makingandknowing.org/#/folios/45v/f/45v/tl,For adjusting a crooked cannon
046r_1,91,46,805,854,145,0,0,medicine,https://edition640.makingandknowing.org/#/folios/46r/f/46r/tl,"For the teeth, oil of sulfur"
046r_2,91,46,80,85,15,0,0,medicine,https://edition640.makingandknowing.org/#/folios/46r/f/46r/tl,Wheat oil
046r_3,91,46,266,294,53,0,0,medicine,https://edition640.makingandknowing.org/#/folios/46r/f/46r/tl,Writing without ink
046r_4,91,46,79,85,12,0,0,medicine,https://edition640.makingandknowing.org/#/folios/46r/f/46r/tl,Against the falling sickness
046r_5,91,46,149,170,27,0,0,cultivation,https://edition640.makingandknowing.org/#/folios/46r/f/46r/tl,Against cold gouts
046v_1,92,46,218,246,37,0,0,corrosives,https://edition640.makingandknowing.org/#/folios/46r/f/46r/tl,Go Flowers of trees
046v_2,92,46,280,307,48,0,0,corrosives,https://edition640.makingandknowing.org/#/folios/46v/f/46v/tl,"Scribe, oil of sulfur"
046v_3,92,46,188,199,30,0,0,corrosives,https://edition640.makingandknowing.org/#/folios/46v/f/46v/tl,Shoemaker
046v_4,92,46,117,161,19,0,0,corrosives,https://edition640.makingandknowing.org/#/folios/46v/f/46v/tl,Erasing a letter
046v_5,92,46,315,346,55,0,0,corrosives,https://edition640.makingandknowing.org/#/folios/46v/f/46v/tl,Making a letter à jour on paper and other work
046v_6,92,46,125,144,21,0,0,corrosives,https://edition640.makingandknowing.org/#/folios/46v/f/46v/tl,Making someone’s boots burn
046v_7,92,46,112,118,19,0,0,corrosives,https://edition640.makingandknowing.org/#/folios/46v/f/46v/tl,"On stone, black letters"
047r_1,93,47,278,310,59,0,0,medicine,https://edition640.makingandknowing.org/#/folios/47r/f/47r/tl,For teeth
047r_2,93,47,97,117,16,0,0,metal process,https://edition640.makingandknowing.org/#/folios/47r/f/47r/tl,Antimony oil
047r_3,93,47,118,130,22,0,0,medicine,https://edition640.makingandknowing.org/#/folios/47r/f/47r/tl,Against falling sickness or vertigo
047r_4,93,47,442,473,82,0,0,metal process,https://edition640.makingandknowing.org/#/folios/47r/f/47r/tl,Crucibles
047r_5,93,47,469,502,82,0,0,medicine,https://edition640.makingandknowing.org/#/folios/47r/f/47r/tl,Against diarrhea and dysentery
047v_1,94,47,119,117,22,0,0,tricks and sleight of hand,https://edition640.makingandknowing.org/#/folios/47v/f/47v/tl,A drink having a taste of wine
047v_2,94,47,1098,1140,203,0,0,metal process,https://edition640.makingandknowing.org/#/folios/47v/f/47v/tl,Founding
047v_3,94,47,135,139,24,0,0,metal process,https://edition640.makingandknowing.org/#/folios/47v/f/47v/tl,Crucibles
047v_4,94,47,172,193,29,0,0,casting,https://edition640.makingandknowing.org/#/folios/47v/f/47v/tl,Casting
048r_1,95,48,67,78,12,0,0,metal process,https://edition640.makingandknowing.org/#/folios/48r/f/48r/tl,Founder
048r_2,95,48,223,253,43,0,0,medicine,https://edition640.makingandknowing.org/#/folios/48r/f/48r/tl,Curing dogs of mange
048r_3,95,48,228,234,39,0,0,metal process,https://edition640.makingandknowing.org/#/folios/48r/f/48r/tl,Excellent mustard
048r_4,95,48,567,597,99,0,0,preserving,https://edition640.makingandknowing.org/#/folios/48r/f/48r/tl,Keeping birds and animals
048v_1,96,48,929,975,170,0,0,metal process,https://edition640.makingandknowing.org/#/folios/48v/f/48v/tl,Extraction of regulus
048v_2,96,48,1822,1943,335,25.46652031,0,metal process,https://edition640.makingandknowing.org/#/folios/48v/f/48v/tl,"Lead, tin"
049r_1,97,49,1018,1125,180,11.5913556,0,casting,https://edition640.makingandknowing.org/#/folios/49r/f/49r/tl,Casting of lead
049r_2,97,49,168,193,29,0,0,casting,https://edition640.makingandknowing.org/#/folios/49r/f/49r/tl,Sand for lead casting
049r_3,97,49,212,237,33,0,0,casting,https://edition640.makingandknowing.org/#/folios/49r/f/49r/tl,Another
049r_4,97,49,793,866,140,0,0,metal process,https://edition640.makingandknowing.org/#/folios/49r/f/49r/tl,Pewterers
049v_1,98,49,837,908,146,0,0,animal husbandry,https://edition640.makingandknowing.org/#/folios/49v/f/49v/tl,Birds
049v_2,98,49,602,659,114,0,0,metal process,https://edition640.makingandknowing.org/#/folios/49v/f/49v/tl,Grain of lead
049v_3,98,49,796,895,140,11.68341709,0,animal husbandry,https://edition640.makingandknowing.org/#/folios/49v/f/49v/tl,Birds
050r_1,99,50,1303,1422,241,0,0,preserving,https://edition640.makingandknowing.org/#/folios/50r/f/50r/tl,Keeping fruit for the entire year
050r_2,99,50,883,920,161,13.25028313,0,casting,https://edition640.makingandknowing.org/#/folios/50r/f/50r/tl,Molding
050v_1,100,50,1235,1303,215,0,0,animal husbandry,https://edition640.makingandknowing.org/#/folios/50v/f/50v/tl,Small birds
050v_2,100,50,1281,1389,230,23.34113973,0,tool,https://edition640.makingandknowing.org/#/folios/50v/f/50v/tl,Curried steel and files
051r_1,101,51,970,1028,180,0,0,printing,https://edition640.makingandknowing.org/#/folios/51r/f/51r/tl,Counterproofing
051r_2,101,51,3574,3795,630,5.540011192,63.48628987,printing,https://edition640.makingandknowing.org/#/folios/51r/f/51r/tl,Cutters of printing plates
052r_1,103,52,3419,3655,631,0,27.52266745,cultivation,https://edition640.makingandknowing.org/#/folios/52r/f/52r/tl,The work done in Algiers
052v_1,104,52,297,333,56,0,0,cultivation,https://edition640.makingandknowing.org/#/folios/52v/f/52v/tl,Linseed
052v_2,104,52,584,606,103,0,0,painting,https://edition640.makingandknowing.org/#/folios/52v/f/52v/tl,Colors
053r_1,105,53,492,549,92,0,0,tool,https://edition640.makingandknowing.org/#/folios/53r/f/53r/tl,Soldering a vise
053r_2,105,53,105,113,23,0,0,metal process,https://edition640.makingandknowing.org/#/folios/53r/f/53r/tl,Copper
053r_3,105,53,192,225,37,0,0,casting,https://edition640.makingandknowing.org/#/folios/53r/f/53r/tl,Casting of lead
053r_4,105,53,226,238,38,0,0,casting,https://edition640.makingandknowing.org/#/folios/53r/f/53r/tl,Molding with paper
053r_5,105,53,187,208,29,0,0,cultivation,https://edition640.makingandknowing.org/#/folios/53r/f/53r/tl,"Almond trees, apricots"
053r_6,105,53,486,514,93,51.02880658,0,casting,https://edition640.makingandknowing.org/#/folios/53r/f/53r/tl,Casting of lead and copper
053v_1,106,53,4300,4672,785,3.348837209,41.8372093,cultivation,https://edition640.makingandknowing.org/#/folios/53v/f/53v/tl,Silkworms
054v_1,108,54,448,489,78,0,0,preserving,https://edition640.makingandknowing.org/#/folios/54v/f/54v/tl,[On dry preserves]
054v_2,108,54,253,265,46,0,0,animal husbandry,https://edition640.makingandknowing.org/#/folios/54v/f/54v/tl,For making a horse follow
054v_3,108,54,249,263,41,0,0,household and daily life,https://edition640.makingandknowing.org/#/folios/54v/f/54v/tl,Dogs
054v_4,108,54,152,150,27,0,0,tricks and sleight of hand,https://edition640.makingandknowing.org/#/folios/54v/f/54v/tl,For disguising a horse
054v_5,108,54,136,139,26,0,0,household and daily life,https://edition640.makingandknowing.org/#/folios/54v/f/54v/tl,Boots of hay
055r_1,109,55,438,460,84,0,0,arms and armor,https://edition640.makingandknowing.org/#/folios/55r/f/55r/tl,For firing a schioppo senza rumore
055r_2,109,55,153,155,26,0,0,arms and armor,https://edition640.makingandknowing.org/#/folios/55r/f/55r/tl,For tempering a ball that will pierce and will make healing difficult
055r_3,109,55,270,297,46,0,0,medicine,https://edition640.makingandknowing.org/#/folios/55r/f/55r/tl,Against wounds
055r_4,109,55,948,996,167,0,24.78902954,medicine,https://edition640.makingandknowing.org/#/folios/55r/f/55r/tl,Onenev elbirro hcihw sllik fi     eno spets no a draob ro a ueirse purrits 
055v_1,110,55,105,113,18,0,0,medicine,https://edition640.makingandknowing.org/#/folios/55v/f/55v/tl,Another for waters
055v_2,110,55,158,163,29,0,0,metal process,https://edition640.makingandknowing.org/#/folios/55v/f/55v/tl,Damascus steel
055v_3,110,55,253,286,49,0,0,household and daily life,https://edition640.makingandknowing.org/#/folios/55v/f/55v/tl,For knowing the course one takes on the open sea
055v_4,110,55,409,443,77,0,0,casting,https://edition640.makingandknowing.org/#/folios/55v/f/55v/tl,For casting
056r_1,111,56,987,990,176,0,0,metal process,https://edition640.makingandknowing.org/#/folios/56r/f/56r/tl,Excellent tempering bath for cuirass bodies
056r_2,111,56,744,788,138,0,0,varnish,https://edition640.makingandknowing.org/#/folios/56r/f/56r/tl,Varnish for distemper
056v_1,112,56,4480,4906,811,20.49107143,46.94196429,painting,https://edition640.makingandknowing.org/#/folios/56v/f/56v/tl,Painter
057v_1,114,57,1189,1239,202,0,0,arms and armor,https://edition640.makingandknowing.org/#/folios/57v/f/57v/tl,Sheath maker
057v_2,114,57,2298,2468,414,0,71.71453438,painting,https://edition640.makingandknowing.org/#/folios/57v/f/57v/tl,Painter
058v_1,116,58,136,158,26,0,0,painting,https://edition640.makingandknowing.org/#/folios/58v/f/58v/tl,Blacks
058v_2,116,58,129,140,20,0,0,painting,https://edition640.makingandknowing.org/#/folios/58v/f/58v/tl,Shadows
058v_3,116,58,130,153,24,0,0,painting,https://edition640.makingandknowing.org/#/folios/58v/f/58v/tl,In fresco
058v_4,116,58,516,593,96,59.68992248,0,painting,https://edition640.makingandknowing.org/#/folios/58v/f/58v/tl,Azure
058v_5,116,58,2002,2161,363,28.87112887,42.55744256,painting,https://edition640.makingandknowing.org/#/folios/58v/f/58v/tl,Paintbrushes
059r_1,117,59,443,461,78,16.02708804,0,painting,https://edition640.makingandknowing.org/#/folios/59r/f/59r/tl,Shadows
059r_2,117,59,556,608,99,0,0,varnish,https://edition640.makingandknowing.org/#/folios/59r/f/59r/tl,Azure
059v_1,118,59,198,241,41,0,0,painting,https://edition640.makingandknowing.org/#/folios/59v/f/59v/tl,Black Painting of armor
059v_2,118,59,211,227,38,0,0,painting,https://edition640.makingandknowing.org/#/folios/59v/f/59v/tl,Painting of crêpe
059v_3,118,59,319,339,59,0,0,painting,https://edition640.makingandknowing.org/#/folios/59v/f/59v/tl,Folds in clothing
059v_4,118,59,275,296,49,0,0,painting,https://edition640.makingandknowing.org/#/folios/59v/f/59v/tl,Desiccative
059v_5,118,59,88,98,14,0,0,painting,https://edition640.makingandknowing.org/#/folios/59v/f/59v/tl,Double layers
059v_6,118,59,833,903,151,0,29.65186074,painting,https://edition640.makingandknowing.org/#/folios/59v/f/59v/tl,Mending the cracks in a panel
060r_1,119,60,571,602,99,0,0,painting,https://edition640.makingandknowing.org/#/folios/60r/f/60r/tl,First whitening of a panel
060r_2,119,60,615,667,104,55.44715447,0,painting,https://edition640.makingandknowing.org/#/folios/60r/f/60r/tl,Neat work
060r_3,119,60,842,941,152,0,0,painting,https://edition640.makingandknowing.org/#/folios/60r/f/60r/tl,Oil
060v_1,120,60,712,763,131,26.26404494,0,varnish,https://edition640.makingandknowing.org/#/folios/60v/f/60v/tl,Varnish dry in an hour
060v_2,120,60,137,151,23,0,0,painting,https://edition640.makingandknowing.org/#/folios/60v/f/60v/tl,Cleaning panels
060v_3,120,60,766,842,133,98.17232376,0,painting,https://edition640.makingandknowing.org/#/folios/60v/f/60v/tl,Spike lavender oil
060v_4,120,60,667,701,122,0,89.50524738,painting,https://edition640.makingandknowing.org/#/folios/60v/f/60v/tl,Wood color
060v_5,120,60,873,961,150,0,0,painting,https://edition640.makingandknowing.org/#/folios/60v/f/60v/tl,Work of the Flemish
061r_1,121,61,583,658,96,21.26929674,0,painting,https://edition640.makingandknowing.org/#/folios/61r/f/61r/tl,Flesh colors
061r_2,121,61,278,282,47,0,0,painting,https://edition640.makingandknowing.org/#/folios/61r/f/61r/tl,Rounding
061r_3,121,61,190,210,38,0,0,painting,https://edition640.makingandknowing.org/#/folios/61r/f/61r/tl,Lead white
061r_4,121,61,425,457,80,0,0,painting,https://edition640.makingandknowing.org/#/folios/61r/f/61r/tl,Lights
061v_1,122,61,172,182,31,0,0,painting,https://edition640.makingandknowing.org/#/folios/61v/f/61v/tl,Water to give light for the painter
061v_2,122,61,483,509,82,0,0,painting,https://edition640.makingandknowing.org/#/folios/61v/f/61v/tl,Frames of the Germans 
061v_3,122,61,1345,1498,249,30.78066914,0,painting,https://edition640.makingandknowing.org/#/folios/61v/f/61v/tl,Azur d’esmail in oil
061v_4,122,61,193,210,33,0,0,painting,https://edition640.makingandknowing.org/#/folios/61v/f/61v/tl,Grinding colors
062r_1,123,62,321,351,55,0,0,painting,https://edition640.makingandknowing.org/#/folios/62r/f/62r/tl,Perspectives
062r_2,123,62,77,91,14,0,0,painting,https://edition640.makingandknowing.org/#/folios/62r/f/62r/tl,Ocher
062r_3,123,62,325,328,58,0,0,painting,https://edition640.makingandknowing.org/#/folios/62r/f/62r/tl,Distant people and animals
062r_4,123,62,1397,1472,243,0,0,painting,https://edition640.makingandknowing.org/#/folios/62r/f/62r/tl,Drawing
062v_1,124,62,243,267,42,0,0,painting,https://edition640.makingandknowing.org/#/folios/62v/f/62v/tl,Drawing
062v_2,124,62,992,1088,180,20.06048387,0,painting,https://edition640.makingandknowing.org/#/folios/62v/f/62v/tl,Perspective
062v_3,124,62,292,307,53,0,0,painting,https://edition640.makingandknowing.org/#/folios/62v/f/62v/tl,Panel
063r_1,125,63,246,278,46,0,0,painting,https://edition640.makingandknowing.org/#/folios/63r/f/63r/tl,Amaranth color
063r_2,125,63,177,195,32,0,0,painting,https://edition640.makingandknowing.org/#/folios/63r/f/63r/tl,Drying of oil
063r_3,125,63,559,592,112,27.01252236,0,casting,https://edition640.makingandknowing.org/#/folios/63r/f/63r/tl,Casting
063r_4,125,63,124,134,20,0,0,painting,https://edition640.makingandknowing.org/#/folios/63r/f/63r/tl,Shadows
063r_5,125,63,79,95,14,0,0,painting,https://edition640.makingandknowing.org/#/folios/63r/f/63r/tl,Bistre
063r_6,125,63,477,518,86,0,0,painting,https://edition640.makingandknowing.org/#/folios/63r/f/63r/tl,Verdigris and another very beautiful bright green
063v_1,126,63,463,505,82,0,0,painting,https://edition640.makingandknowing.org/#/folios/63v/f/63v/tl,Velvets and blacks
063v_2,126,63,75,84,14,0,0,painting,https://edition640.makingandknowing.org/#/folios/63v/f/63v/tl,Armor
063v_3,126,63,125,142,23,0,0,painting,https://edition640.makingandknowing.org/#/folios/63v/f/63v/tl,Stil de grain yellow
063v_4,126,63,104,109,18,0,0,painting,https://edition640.makingandknowing.org/#/folios/63v/f/63v/tl,Rosette
063v_5,126,63,123,136,25,0,0,painting,https://edition640.makingandknowing.org/#/folios/63v/f/63v/tl,Flanders blue
063v_6,126,63,89,98,17,0,0,painting,https://edition640.makingandknowing.org/#/folios/63v/f/63v/tl,Snow-covered landscapes
063v_7,126,63,249,259,40,0,0,painting,https://edition640.makingandknowing.org/#/folios/63v/f/63v/tl,Softening
064r_1,127,64,582,611,92,0,0,painting,https://edition640.makingandknowing.org/#/folios/64r/f/64r/tl,Working neatly
064r_2,127,64,210,235,38,0,0,painting,https://edition640.makingandknowing.org/#/folios/64r/f/64r/tl,Yellow ocher
064r_3,127,64,423,455,74,0,0,painting,https://edition640.makingandknowing.org/#/folios/64r/f/64r/tl,Fatty oil
064r_4,127,64,333,363,61,0,0,painting,https://edition640.makingandknowing.org/#/folios/64r/f/64r/tl,Softening
064r_5,127,64,254,271,41,0,0,painting,https://edition640.makingandknowing.org/#/folios/64r/f/64r/tl,Vermilion
064r_6,127,64,51,129,10,74.50980392,0,painting,https://edition640.makingandknowing.org/#/folios/64r/f/64r/tl,Eye
064r_7,127,64,163,330,30,93.86503067,0,painting,https://edition640.makingandknowing.org/#/folios/64r/f/64r/tl,Oil colors in water
064r_8,127,64,85,156,16,92.94117647,0,painting,https://edition640.makingandknowing.org/#/folios/64r/f/64r/tl,Double layer
064v_1,128,64,653,692,116,0,0,painting,https://edition640.makingandknowing.org/#/folios/64v/f/64v/tl,Apprenticeship of the painter
064v_3,128,64,372,431,66,62.6344086,0,painting,https://edition640.makingandknowing.org/#/folios/64v/f/64v/tl,Softening
064v_4,128,64,225,240,41,0,0,painting,https://edition640.makingandknowing.org/#/folios/64v/f/64v/tl,Straight lines
064v_5,128,64,203,222,33,0,0,painting,https://edition640.makingandknowing.org/#/folios/64v/f/64v/tl,Distemper
065r_1,129,65,951,1030,179,16.08832808,0,painting,https://edition640.makingandknowing.org/#/folios/65r/f/65r/tl,Shadows
065r_2,129,65,336,358,60,0,0,painting,https://edition640.makingandknowing.org/#/folios/65r/f/65r/tl,Flesh color
065r_3,129,65,396,429,74,0,0,painting,https://edition640.makingandknowing.org/#/folios/65r/f/65r/tl,Fatty colors
065r_4,129,65,822,1123,144,59.24574209,0,painting,https://edition640.makingandknowing.org/#/folios/65r/f/65r/tl,Mirror
065v_1,130,65,635,693,107,0,0,painting,https://edition640.makingandknowing.org/#/folios/65v/f/65v/tl,Semi-lively colors
065v_2,130,65,430,455,80,0,0,painting,https://edition640.makingandknowing.org/#/folios/65v/f/65v/tl,From nature
065v_3,130,65,270,293,44,0,0,painting,https://edition640.makingandknowing.org/#/folios/65v/f/65v/tl,Painting large figures
065v_4,130,65,115,125,22,0,0,painting,https://edition640.makingandknowing.org/#/folios/65v/f/65v/tl,Glazing
065v_5,130,65,64,90,13,0,0,painting,https://edition640.makingandknowing.org/#/folios/65v/f/65v/tl,White and black
065v_6,130,65,516,870,90,97.86821705,0,painting,https://edition640.makingandknowing.org/#/folios/65v/f/65v/tl,Imprimatura
065v_7,130,65,444,518,83,64.86486486,0,painting,https://edition640.makingandknowing.org/#/folios/65v/f/65v/tl,Lead white
066r_1,131,66,310,320,51,0,0,painting,https://edition640.makingandknowing.org/#/folios/66r/f/66r/tl,Double layers
066r_2,131,66,62,101,11,0,0,painting,https://edition640.makingandknowing.org/#/folios/66r/f/66r/tl,* Or mat
066r_3,131,66,428,541,76,0,0,painting,https://edition640.makingandknowing.org/#/folios/66r/f/66r/tl,Shadows
066r_4,131,66,594,842,106,0,0,painting,https://edition640.makingandknowing.org/#/folios/66r/f/66r/tl,Painting in distemper on wood
066r_5,131,66,1181,1415,219,32.51481795,32.76883997,varnish,https://edition640.makingandknowing.org/#/folios/66r/f/66r/tl,Colors in oil that are imbibed
066r_6,131,66,1640,2118,324,99.45121951,6.829268293,painting,https://edition640.makingandknowing.org/#/folios/66r/f/66r/tl,Gilding molding for panels with or mat
066v_1,132,66,729,945,125,0,0,medicine,https://edition640.makingandknowing.org/#/folios/66v/f/66v/tl,For preventing teats from swelling  d or to diminish overly large ones
066v_2,132,66,108,117,19,0,0,animal husbandry,https://edition640.makingandknowing.org/#/folios/66v/f/66v/tl,For attracting pigeons
066v_3,132,66,109,120,17,0,0,medicine,https://edition640.makingandknowing.org/#/folios/66v/f/66v/tl,Against bruising of the eyes
066v_4,132,66,1066,1124,206,0,55.72232645,painting,https://edition640.makingandknowing.org/#/folios/66v/f/66v/tl,Paintbrushes
067r_1,133,67,168,178,29,0,0,varnish,https://edition640.makingandknowing.org/#/folios/67r/f/67r/tl,Oil
067r_2,133,67,64,72,9,0,0,casting,https://edition640.makingandknowing.org/#/folios/67r/f/67r/tl,Sand
067r_3,133,67,388,418,70,0,0,tool,https://edition640.makingandknowing.org/#/folios/67r/f/67r/tl,Bellows furnace
067r_4,133,67,438,478,71,0,0,varnish,https://edition640.makingandknowing.org/#/folios/67r/f/67r/tl,Varnish on paper
067v_1,134,67,541,579,91,0,0,tool,https://edition640.makingandknowing.org/#/folios/67v/f/67v/tl,Files
067v_2,134,67,491,519,87,12.83095723,0,casting,https://edition640.makingandknowing.org/#/folios/67v/f/67v/tl,Bones of the foot of oxen for sand
067v_3,134,67,684,738,117,0,0,painting,https://edition640.makingandknowing.org/#/folios/67v/f/67v/tl,Essential oils
068r_1,135,68,348,357,55,0,0,decorative,https://edition640.makingandknowing.org/#/folios/68r/f/68r/tl,Fanciful tables
068r_2,135,68,195,207,35,0,0,cultivation,https://edition640.makingandknowing.org/#/folios/68r/f/68r/tl,Planting trees
068r_3,135,68,3969,4280,720,1.410934744,64.95338876,casting,https://edition640.makingandknowing.org/#/folios/68r/f/68r/tl,Casting
069r_1,137,69,100,106,16,0,0,wood and its coloring,https://edition640.makingandknowing.org/#/folios/69r/f/69r/tl,Joiner
069r_2,137,69,6343,6934,1169,17.2631247,70.53444742,casting,https://edition640.makingandknowing.org/#/folios/69r/f/69r/tl,Sand
071r_1,141,71,191,216,32,0,0,stones,https://edition640.makingandknowing.org/#/folios/71r/f/71r/tl,Amber
071r_2,141,71,220,248,41,0,0,wood and its coloring,https://edition640.makingandknowing.org/#/folios/71r/f/71r/tl,Wood with streaked grain
071r_3,141,71,985,1107,182,23.65482234,0,household and daily life,https://edition640.makingandknowing.org/#/folios/71r/f/71r/tl,Mulled and sugared wine
071r_4,141,71,156,171,28,0,0,household and daily life,https://edition640.makingandknowing.org/#/folios/71r/f/71r/tl,Weary horses
071r_5,141,71,164,179,30,0,0,household and daily life,https://edition640.makingandknowing.org/#/folios/71r/f/71r/tl,Eau-de-vie
071v_1,142,71,812,888,147,0,0,varnish,https://edition640.makingandknowing.org/#/folios/71v/f/71v/tl,Varnish
071v_2,142,71,152,167,25,0,0,household and daily life,https://edition640.makingandknowing.org/#/folios/71v/f/71v/tl,Sheep fat
071v_3,142,71,243,274,42,0,0,household and daily life,https://edition640.makingandknowing.org/#/folios/71v/f/71v/tl,Spider
071v_4,142,71,391,435,69,0,0,casting,https://edition640.makingandknowing.org/#/folios/71v/f/71v/tl,Sand
072r_1,143,72,265,278,45,0,0,casting,https://edition640.makingandknowing.org/#/folios/72r/f/72r/tl,Printer’s letters
072r_2,143,72,1846,1957,330,5.958829902,0,casting,https://edition640.makingandknowing.org/#/folios/72r/f/72r/tl,Casting in copper 
072v_1,144,72,3367,3650,614,33.70953371,0,casting,https://edition640.makingandknowing.org/#/folios/72v/f/72v/tl,Casting
073r_1,145,73,275,305,53,0,0,wood and its coloring,https://edition640.makingandknowing.org/#/folios/73r/f/73r/tl,For making blue varnish
073r_2,145,73,139,171,25,0,0,wood and its coloring,https://edition640.makingandknowing.org/#/folios/73r/f/73r/tl,For orange color
073r_3,145,73,411,453,79,0,0,wood and its coloring,https://edition640.makingandknowing.org/#/folios/73r/f/73r/tl,For ridding bone or horn of grease
073r_4,145,73,442,488,80,0,0,wood and its coloring,https://edition640.makingandknowing.org/#/folios/73r/f/73r/tl,For making gray wood
073r_5,145,73,479,536,88,0,68.26722338,metal process,https://edition640.makingandknowing.org/#/folios/73r/f/73r/tl,For making bronze in gold color
073v_1,146,73,241,269,44,0,0,metal process,https://edition640.makingandknowing.org/#/folios/73v/f/73v/tl,For coating it
073v_2,146,73,245,259,45,0,0,varnish,https://edition640.makingandknowing.org/#/folios/73v/f/73v/tl,Varnish
073v_3,146,73,184,200,31,0,0,varnish,https://edition640.makingandknowing.org/#/folios/73v/f/73v/tl,Another recipe for making varnish
073v_4,146,73,334,353,57,0,0,metal process,https://edition640.makingandknowing.org/#/folios/73v/f/73v/tl,Color of burnished copper
